formula,id,energy,stability,structure
MgNi,mp-1010953,-0.137469887499999,0.044288365763889004,"Full Formula (Mg2 Ni2)
Reduced Formula: MgNi
abc   :   3.004961   4.258949   4.252495
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (4)
  #  SP       a         b     c    magmom
---  ----  ----  --------  ----  --------
  0  Mg    -0    0.250592  0.25    -0.008
  1  Mg    -0    0.749408  0.75    -0.008
  2  Ni     0.5  0.249092  0.75     0.269
  3  Ni     0.5  0.750908  0.25     0.269"
MgNi,mp-1185908,-0.13307886999999902,0.048679383263889,"Full Formula (Mg2 Ni2)
Reduced Formula: MgNi
abc   :   3.100726   4.257785   4.272780
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (4)
  #  SP      a         b     c    magmom
---  ----  ---  --------  ----  --------
  0  Mg    0    0.244929  0.25    -0
  1  Mg    0    0.755071  0.75    -0
  2  Ni    0.5  0.257463  0.75     0.012
  3  Ni    0.5  0.742537  0.25     0.012"
MgNi2,mp-2675,-0.210482842083332,0.0,"Full Formula (Mg8 Ni16)
Reduced Formula: MgNi2
abc   :   4.753943   4.753944  15.640101
angles:  90.000000  90.000000 120.000027
pbc   :       True       True       True
Sites (24)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Mg    0         0         0.092919    -0.006
  1  Mg    0         0         0.592919    -0.006
  2  Mg    0         0         0.907081    -0.006
  3  Mg    0         0         0.40708     -0.006
  4  Mg    0.333333  0.666667  0.844381    -0.006
  5  Mg    0.666667  0.333333  0.344381    -0.006
  6  Mg    0.666667  0.333333  0.155619    -0.006
  7  Mg    0.333333  0.666667  0.655619    -0.006
  8  Ni    0.5       0.5       0            0.37
  9  Ni    0         0.5       0.5          0.37
 10  Ni    0.5       0         0.5          0.37
 11  Ni    0.5       0         0            0.37
 12  Ni    0         0.5       0            0.37
 13  Ni    0.5       0.5       0.5          0.37
 14  Ni    0.164271  0.835728  0.25         0.278
 15  Ni    0.328544  0.164271  0.75         0.278
 16  Ni    0.835728  0.671455  0.75         0.278
 17  Ni    0.164271  0.328544  0.25         0.278
 18  Ni    0.671455  0.835728  0.25         0.278
 19  Ni    0.835728  0.164271  0.75         0.278
 20  Ni    0.333334  0.666667  0.125405     0.283
 21  Ni    0.666666  0.333333  0.625405     0.283
 22  Ni    0.666666  0.333333  0.874595     0.283
 23  Ni    0.333334  0.666667  0.374595     0.283"
MgNi2,mp-1185705,-0.20631268458333202,0.0041701575000000005,"Full Formula (Mg2 Ni4)
Reduced Formula: MgNi2
abc   :   4.761987   4.761980   4.762212
angles: 119.997746  60.002329 119.992217
pbc   :       True       True       True
Sites (6)
  #  SP           a         b          c    magmom
---  ----  --------  --------  ---------  --------
  0  Mg    0.874972  0.458328   0.374931    -0.004
  1  Mg    0.124994  0.208303   0.625069    -0.004
  2  Ni    0.499962  0.333363   0.999971     0.101
  3  Ni    0.500047  0.833379  -0            0.101
  4  Ni    0.500002  0.833334   0.5          0.101
  5  Ni    2.7e-05   0.833293   2.9e-05      0.101"
Mg2Cu,mp-1052023,-0.07827812166666501,0.009202400000000001,"Full Formula (Mg4 Cu2)
Reduced Formula: Mg2Cu
abc   :   5.214667   5.214667   5.214667
angles: 120.314828 104.250788 104.423216
pbc   :       True       True       True
Sites (6)
  #  SP            a         b         c    magmom
---  ----  ---------  --------  --------  --------
  0  Mg     0.500065  0.832111  0.667955         0
  1  Mg     0.499935  0.167889  0.332045         0
  2  Mg     0.164157  0.332111  0.832045         0
  3  Mg     0.835843  0.667889  0.167955         0
  4  Cu    -0         0.25      0.25             0
  5  Cu    -0         0.75      0.75             0"
MgCu,mp-2672345,-0.07483111708333401,0.030953456249999,"Full Formula (Mg2 Cu2)
Reduced Formula: MgCu
abc   :   3.185581   4.441222   4.442108
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (4)
  #  SP      a     b         c    magmom
---  ----  ---  ----  --------  --------
  0  Mg    0.5  0.75  0.251242        -0
  1  Mg    0.5  0.25  0.748758         0
  2  Cu    0    0.75  0.752153        -0
  3  Cu    0    0.25  0.247847        -0"
Mg2Cu,mp-2481,-0.087480521666666,0.0,"Full Formula (Mg8 Cu4)
Reduced Formula: Mg2Cu
abc   :   5.171320   5.171319   9.463868
angles:  97.991240  97.991241 119.416978
pbc   :       True       True       True
Sites (12)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Mg    0.458781  0.708781  0.417562        -0
  1  Mg    0.291219  0.541219  0.082438        -0
  2  Mg    0.541219  0.291219  0.582438        -0
  3  Mg    0.708781  0.458781  0.917562        -0
  4  Mg    0.291073  0.708927  0.75             0
  5  Mg    0.958927  0.041073  0.75             0
  6  Mg    0.708927  0.291073  0.25             0
  7  Mg    0.041073  0.958927  0.25             0
  8  Cu    0.001715  0.251715  0.503428         0
  9  Cu    0.748285  0.998285  0.996572         0
 10  Cu    0.998285  0.748285  0.496572         0
 11  Cu    0.251715  0.001715  0.003428         0"
Mg2Cu,mp-865014,-0.082851244166666,0.004629277499999001,"Full Formula (Mg4 Cu2)
Reduced Formula: Mg2Cu
abc   :   5.289371   5.289371   5.289371
angles: 120.617075 107.099047 101.342745
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Mg    0.489028  0.827754  0.661274        -0
  1  Mg    0.510972  0.172246  0.338726        -0
  2  Mg    0.16648   0.327754  0.838726        -0
  3  Mg    0.83352   0.672246  0.161274        -0
  4  Cu    0         0.25      0.25            -0
  5  Cu    0         0.75      0.75            -0"
MgCu2,mp-1038,-0.12408862500000101,0.0,"Full Formula (Mg2 Cu4)
Reduced Formula: MgCu2
abc   :   4.923120   4.923111   4.923111
angles:  60.000000  60.000064  60.000051
pbc   :       True       True       True
Sites (6)
  #  SP           a       b      c    magmom
---  ----  --------  ------  -----  --------
  0  Mg    0.874999   0.875  0.875         0
  1  Mg    0.125001   0.125  0.125         0
  2  Cu    0          0.5    0.5           0
  3  Cu    0.5       -0      0.5           0
  4  Cu    0.5        0.5    0             0
  5  Cu    0.5        0.5    0.5           0"
MgCu5,mp-1185860,-0.013281262500001001,0.048763049999999,"Full Formula (Mg1 Cu5)
Reduced Formula: MgCu5
abc   :   4.548206   4.548208   5.018257
angles: 116.946975  63.053012 119.999982
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Mg    0.833332  0.499999  0.5             -0
  1  Cu    0.656688  0.323354  0               -0
  2  Cu    0.333332  0.676645  0               -0
  3  Cu    0.009978  0.999999  0               -0
  4  Cu    0.501937  0.831395  0.494188        -0
  5  Cu    0.164727  0.168604  0.505814        -0"
Mg15Zn,mp-1023616,0.0326503890625,0.045932137162500004,"Full Formula (Mg15 Zn1)
Reduced Formula: Mg15Zn
abc   :   6.305942   6.305942  10.097168
angles:  90.000000  90.000000 119.999992
pbc   :       True       True       True
Sites (16)
  #  SP           a          b         c    magmom
---  ----  --------  ---------  --------  --------
  0  Mg    0         -0         0.5             -0
  1  Mg    0.498727   0.997453  0               -0
  2  Mg    0.500917   0.001834  0.5              0
  3  Mg    0.498727   0.501273  0               -0
  4  Mg    0.500917   0.499083  0.5              0
  5  Mg    0.002547   0.501273  0               -0
  6  Mg    0.998166   0.499083  0.5              0
  7  Mg    0.330471   0.165235  0.243025         0
  8  Mg    0.330471   0.165235  0.756975         0
  9  Mg    0.834765   0.165235  0.243025         0
 10  Mg    0.834765   0.165235  0.756975         0
 11  Mg    0.834765   0.669529  0.243025         0
 12  Mg    0.834765   0.669529  0.756975         0
 13  Mg    0.333333   0.666667  0.252238        -0
 14  Mg    0.333333   0.666667  0.747762        -0
 15  Zn    0         -0         0                0"
Mg3Zn,mp-1094451,-0.026333484999999,0.026793507400000003,"Full Formula (Mg6 Zn2)
Reduced Formula: Mg3Zn
abc   :   6.138667   6.138667   4.787490
angles:  90.000000  90.000000 119.999987
pbc   :       True       True       True
Sites (8)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  Mg    0.658131  0.829065  0.75         0
  1  Mg    0.170935  0.341869  0.75         0
  2  Mg    0.170935  0.829065  0.75         0
  3  Mg    0.829065  0.658131  0.25         0
  4  Mg    0.829065  0.170935  0.25         0
  5  Mg    0.341869  0.170935  0.25         0
  6  Zn    0.666667  0.333333  0.75        -0
  7  Zn    0.333333  0.666667  0.25        -0"
MgZn,mp-583266,-0.057322459999999006,0.0489315248,"Full Formula (Mg6 Zn6)
Reduced Formula: MgZn
abc   :   5.243759   5.243766   8.849778
angles:  90.000000  90.000000 120.000032
pbc   :       True       True       True
Sites (12)
  #  SP            a         b          c    magmom
---  ----  ---------  --------  ---------  --------
  0  Mg     0.333333  0.666667   0.433972        -0
  1  Mg     0.666667  0.333333   0.566028        -0
  2  Mg    -0         0          0.5             -0
  3  Mg     0.666667  0.333333   0.933972        -0
  4  Mg     0.333333  0.666667   0.066028        -0
  5  Mg    -0         0         -0               -0
  6  Zn     0.828305  0.171695   0.25             0
  7  Zn     0.171695  0.828305   0.75             0
  8  Zn     0.656611  0.828305   0.75             0
  9  Zn     0.171695  0.343389   0.75             0
 10  Zn     0.343389  0.171695   0.25             0
 11  Zn     0.828305  0.656611   0.25             0"
MgZn,mp-1094779,-0.0630491625,0.043204822299999,"Full Formula (Mg1 Zn1)
Reduced Formula: MgZn
abc   :   3.262917   3.262917   3.262917
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (2)
  #  SP       a    b     c    magmom
---  ----  ----  ---  ----  --------
  0  Mg    -0    0    -0           0
  1  Zn     0.5  0.5   0.5         0"
Mg5Zn,mp-1094434,-0.004514537499999,0.030903457433334003,"Full Formula (Mg5 Zn1)
Reduced Formula: Mg5Zn
abc   :   8.087582   8.087582   4.960133
angles:  90.000000  90.000000 157.547511
pbc   :       True       True       True
Sites (6)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  Mg    0.001449  0.998551   0.5         0
  1  Mg    0.328525  0.671475   0.5         0
  2  Mg    0.66878   0.33122    0.5         0
  3  Mg    0.437902  0.562098   0           0
  4  Mg    0.119788  0.880212  -0           0
  5  Zn    0.776887  0.223113   0           0"
MgZn,mp-1094475,-0.061552415833333006,0.044701568966666,"Full Formula (Mg6 Zn6)
Reduced Formula: MgZn
abc   :   4.587150   3.109824  14.643263
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (12)
  #  SP      a     b         c    magmom
---  ----  ---  ----  --------  --------
  0  Mg    0     0.5  0.182039        -0
  1  Mg    0.5   0.5  0.372778         0
  2  Mg    0.5   0.5  0.052231         0
  3  Mg    0     0    0.682039        -0
  4  Mg    0.5   0    0.872778         0
  5  Mg    0.5  -0    0.552231         0
  6  Zn    0     0    0.997241        -0
  7  Zn    0    -0    0.344782        -0
  8  Zn    0.5   0    0.217595        -0
  9  Zn    0     0.5  0.497241        -0
 10  Zn    0     0.5  0.844782        -0
 11  Zn    0.5   0.5  0.717595        -0"
MgZn,mp-978268,-0.0731228575,0.033131127299999,"Full Formula (Mg2 Zn2)
Reduced Formula: MgZn
abc   :   3.127487   4.839659   4.579110
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (4)
  #  SP           a         b          c    magmom
---  ----  --------  --------  ---------  --------
  0  Mg    0.499998  0.530006  -0                0
  1  Mg    0.499998  0.136662   0.499998         0
  2  Zn    0         0.011534  -0               -0
  3  Zn    0         0.655132   0.499998        -0"
Mg2Zn,mp-1094422,-0.034285646666666,0.0365503432,"Full Formula (Mg4 Zn2)
Reduced Formula: Mg2Zn
abc   :   7.739982   7.739982   4.727145
angles:  90.000000  90.000000 156.291321
pbc   :       True       True       True
Sites (6)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  Mg    0.092583  0.907417  0.25         0
  1  Mg    0.782378  0.217622  0.25         0
  2  Mg    0.217622  0.782378  0.75         0
  3  Mg    0.907417  0.092583  0.75         0
  4  Zn    0.44053   0.55947   0.25         0
  5  Zn    0.55947   0.44053   0.75         0"
Mg2Zn,mp-1094440,-0.024541598333332002,0.046294391533334006,"Full Formula (Mg4 Zn2)
Reduced Formula: Mg2Zn
abc   :   7.578596   7.578596   4.800095
angles:  90.000000  90.000000 155.658209
pbc   :       True       True       True
Sites (6)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  Mg    0.440392  0.559608  0.25         0
  1  Mg    0.765695  0.234305  0.25         0
  2  Mg    0.234305  0.765695  0.75         0
  3  Mg    0.559608  0.440392  0.75         0
  4  Zn    0.108263  0.891737  0.25         0
  5  Zn    0.891737  0.108263  0.75         0"
MgZn2,mp-1124,-0.130630304999998,0.0,"Full Formula (Mg4 Zn8)
Reduced Formula: MgZn2
abc   :   5.156811   5.156812   8.372856
angles:  90.000000  90.000000 120.000011
pbc   :       True       True       True
Sites (12)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Mg    0.333333  0.666667  0.062234        -0
  1  Mg    0.666667  0.333333  0.562234        -0
  2  Mg    0.666667  0.333333  0.937766        -0
  3  Mg    0.333333  0.666667  0.437766        -0
  4  Zn    0         0         0                0
  5  Zn    0         0         0.5              0
  6  Zn    0.169779  0.33956   0.75             0
  7  Zn    0.830221  0.169779  0.25             0
  8  Zn    0.33956   0.169779  0.25             0
  9  Zn    0.66044   0.830221  0.75             0
 10  Zn    0.169779  0.830221  0.75             0
 11  Zn    0.830221  0.66044   0.25             0"
MgZn2,mp-978269,-0.12303470999999801,0.007595595000000001,"Full Formula (Mg2 Zn4)
Reduced Formula: MgZn2
abc   :   5.150638   5.150638   5.150638
angles:  59.999945  59.999945  59.999945
pbc   :       True       True       True
Sites (6)
  #  SP        a      b      c    magmom
---  ----  -----  -----  -----  --------
  0  Mg    0.75   0.75   0.75          0
  1  Mg    0.5    0.5    0.5           0
  2  Zn    0.125  0.125  0.125        -0
  3  Zn    0.625  0.125  0.125        -0
  4  Zn    0.125  0.125  0.625        -0
  5  Zn    0.125  0.625  0.125        -0"
MgZn3,mp-1094478,-0.057860312499999005,0.041114361726189,"Full Formula (Mg2 Zn6)
Reduced Formula: MgZn3
abc   :   5.732426   5.732427   4.365640
angles:  90.000000  90.000000 119.999986
pbc   :       True       True       True
Sites (8)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  Mg    0.666667  0.333333  0.75        -0
  1  Mg    0.333333  0.666667  0.25        -0
  2  Zn    0.679709  0.839855  0.75         0
  3  Zn    0.160145  0.320291  0.75         0
  4  Zn    0.160145  0.839855  0.75         0
  5  Zn    0.839855  0.679709  0.25         0
  6  Zn    0.839855  0.160145  0.25         0
  7  Zn    0.320291  0.160145  0.25         0"
MgZn5,mp-580931,-0.037178825416666006,0.030140218035712003,"Full Formula (Mg4 Zn20)
Reduced Formula: MgZn5
abc   :   9.864584   9.864584   8.852438
angles:  67.945038  67.945038  29.615283
pbc   :       True       True       True
Sites (24)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Mg    0.280905  0.280905  0.373635        -0
  1  Mg    0.719095  0.719095  0.626365        -0
  2  Mg    0.466487  0.466487  0.202128        -0
  3  Mg    0.533513  0.533513  0.797872        -0
  4  Zn    0.5       0.5       0.5             -0
  5  Zn    0.035336  0.035336  0.295405        -0
  6  Zn    0.210797  0.210797  0.125468         0
  7  Zn    0.123145  0.123145  0.711899        -0
  8  Zn    0.876855  0.876855  0.288101        -0
  9  Zn    0.122989  0.616147  0.038203        -0
 10  Zn    0.119103  0.624895  0.540264        -0
 11  Zn    0.964664  0.964664  0.704595        -0
 12  Zn    0.746764  0.746764  0.23552          0
 13  Zn    0.375105  0.880897  0.459736        -0
 14  Zn    0.624895  0.119103  0.540264        -0
 15  Zn    0.880897  0.375105  0.459736        -0
 16  Zn    0.383853  0.877011  0.961797        -0
 17  Zn    0.789203  0.789203  0.874532         0
 18  Zn    0.616147  0.122989  0.038203        -0
 19  Zn    0.877011  0.383853  0.961797        -0
 20  Zn    0         0         0               -0
 21  Zn    0.387987  0.387987  0.778971        -0
 22  Zn    0.612013  0.612013  0.221029        -0
 23  Zn    0.253236  0.253236  0.76448          0"
MgZn5,mp-1094194,-0.0196991275,0.047619915952378,"Full Formula (Mg1 Zn5)
Reduced Formula: MgZn5
abc   :   5.389597   5.389597   5.389597
angles:  52.436211  52.436211  52.436218
pbc   :       True       True       True
Sites (6)
  #  SP            a         b          c    magmom
---  ----  ---------  --------  ---------  --------
  0  Mg     0.5       0.5        0.5             -0
  1  Zn    -0         0.670715   0.329285        -0
  2  Zn     0.836274  0.836274   0.836274         0
  3  Zn     0.670715  0.329285  -0               -0
  4  Zn     0.329285  0          0.670715        -0
  5  Zn     0.163726  0.163726   0.163726         0"
MgZn5,mp-1094462,-0.018847739166667002,0.048471304285711,"Full Formula (Mg1 Zn5)
Reduced Formula: MgZn5
abc   :   4.851071   4.851071   4.435802
angles:  90.000000  90.000000 119.999983
pbc   :       True       True       True
Sites (6)
  #  SP            a          b     c    magmom
---  ----  ---------  ---------  ----  --------
  0  Mg     0          0         -0          -0
  1  Zn    -0          0.363356   0.5         0
  2  Zn     0.636644   0.636644   0.5         0
  3  Zn     0.363356  -0          0.5         0
  4  Zn     0.666667   0.333333   0           0
  5  Zn     0.333333   0.666667   0           0"
MgZn5,mp-1094484,-0.023192937499998,0.04412610595238,"Full Formula (Mg1 Zn5)
Reduced Formula: MgZn5
abc   :   7.314455   7.314455   4.486245
angles:  90.000000  90.000000 157.711709
pbc   :       True       True       True
Sites (6)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  Mg    0.777958  0.222042   0.5         0
  1  Zn    1.1e-05   0.999989  -0           0
  2  Zn    0.338422  0.661578   0          -0
  3  Zn    0.663794  0.336206   0          -0
  4  Zn    0.105931  0.894069   0.5         0
  5  Zn    0.447216  0.552784   0.5        -0"
Mg4Zn7,mp-2047263,-0.146479032090909,0.0,"Full Formula (Mg20 Zn35)
Reduced Formula: Mg4Zn7
abc   :   5.125549  13.027073  13.985952
angles: 102.195100  89.961171 101.379703
pbc   :       True       True       True
Sites (55)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Mg    0.873313  0.751399  0.901961        -0
  1  Mg    0.03579   0.070082  0.713233         0
  2  Mg    0.304737  0.608943  0.351953         0
  3  Mg    0.441696  0.885374  0.953873         0
  4  Mg    0.484181  0.970439  0.602969        -0
  5  Mg    0.785913  0.573398  0.027227         0
  6  Mg    0.357753  0.716866  0.577459        -0
  7  Mg    0.557326  0.116671  0.045734        -0
  8  Mg    0.819643  0.644773  0.676578        -0
  9  Mg    0.514573  0.030861  0.396417         0
 10  Mg    0.693177  0.391087  0.647944        -0
 11  Mg    0.177286  0.355568  0.323367         0
 12  Mg    0.006379  0.016054  0.904871        -0
 13  Mg    0.839343  0.680285  0.252449         0
 14  Mg    0.160196  0.322747  0.7491           0
 15  Mg    0.640801  0.283421  0.422537        -0
 16  Mg    0.121606  0.248361  0.097543        -0
 17  Mg    0.212584  0.429986  0.974309        -0
 18  Mg    0.963778  0.930641  0.28631         -0
 19  Mg    0.993405  0.984572  0.094725         0
 20  Zn    0.919892  0.843449  0.592562        -0
 21  Zn    0.518142  0.037312  0.822281         0
 22  Zn    0.257526  0.517759  0.663077         0
 23  Zn    0.820427  0.138543  0.245323        -0
 24  Zn    0.341516  0.175666  0.571806        -0
 25  Zn    0.680699  0.861955  0.753761         0
 26  Zn    0.499023  0.500321  0.500297        -0
 27  Zn    0.076741  0.156875  0.407074         0
 28  Zn    0.686573  0.376355  0.860092        -0
 29  Zn    0.166537  0.825139  0.428291         0
 30  Zn    0.520413  0.536164  0.826432        -0
 31  Zn    0.330707  0.662481  0.964855         0
 32  Zn    0.830999  0.662398  0.464529         0
 33  Zn    0.402589  0.805982  0.268446         0
 34  Zn    0.481455  0.96375   0.17736          0
 35  Zn    0.312006  0.625096  0.140803        -0
 36  Zn    0.134568  0.788076  0.102802         0
 37  Zn    0.832541  0.175689  0.571875         0
 38  Zn    0.316201  0.138436  0.245845         0
 39  Zn    0.167718  0.338016  0.535451        -0
 40  Zn    0.865105  0.213408  0.897642        -0
 41  Zn    0.657222  0.82507   0.42809         -0
 42  Zn    0.998555  0.500209  0.500516         0
 43  Zn    0.346353  0.700117  0.787074         0
 44  Zn    0.011687  0.536163  0.826682        -0
 45  Zn    0.653835  0.788124  0.102583         0
 46  Zn    0.648694  0.300716  0.213056         0
 47  Zn    0.345317  0.213478  0.897704         0
 48  Zn    0.596152  0.195455  0.731812         0
 49  Zn    0.98581   0.464835  0.173927         0
 50  Zn    0.177198  0.862179  0.754073         0
 51  Zn    0.99939   0.000424  0.499902        -0
 52  Zn    0.477276  0.464878  0.174146        -0
 53  Zn    0.667847  0.33911   0.035527        -0
 54  Zn    0.740495  0.482641  0.337462        -0"
Mg4Zn7,mp-935148,-0.11906648345454501,0.007840319994651,"Full Formula (Mg20 Zn35)
Reduced Formula: Mg4Zn7
abc   :  13.151532  13.151532  14.140628
angles:  77.687499  77.687499  23.190281
pbc   :       True       True       True
Sites (55)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Mg    0.127369  0.127369  0.897541         0
  1  Mg    0.965685  0.965685  0.71275          0
  2  Mg    0.696367  0.696367  0.350294         0
  3  Mg    0.559463  0.559463  0.95097          0
  4  Mg    0.517681  0.517681  0.600688         0
  5  Mg    0.215653  0.215653  0.024251         0
  6  Mg    0.642768  0.642768  0.572406         0
  7  Mg    0.440537  0.440537  0.04903          0
  8  Mg    0.17874   0.17874   0.674802         0
  9  Mg    0.482319  0.482319  0.399312         0
 10  Mg    0.303633  0.303633  0.649706         0
 11  Mg    0.82126   0.82126   0.325198         0
 12  Mg    0.99428   0.99428   0.902742         0
 13  Mg    0.163069  0.163069  0.25142          0
 14  Mg    0.836931  0.836931  0.74858          0
 15  Mg    0.357232  0.357232  0.427594         0
 16  Mg    0.872631  0.872631  0.102459         0
 17  Mg    0.784347  0.784347  0.975749         0
 18  Mg    0.034315  0.034315  0.28725          0
 19  Mg    0.00572   0.00572   0.097258         0
 20  Zn    0.078785  0.078785  0.591705         0
 21  Zn    0.482647  0.482647  0.819828         0
 22  Zn    0.742533  0.742533  0.66074          0
 23  Zn    0.177511  0.68743   0.243961         0
 24  Zn    0.657946  0.170043  0.570679         0
 25  Zn    0.31257   0.822489  0.756039         0
 26  Zn    0.501919  0.002129  0.498117         0
 27  Zn    0.921215  0.921215  0.408295         0
 28  Zn    0.312626  0.312626  0.858603         0
 29  Zn    0.829957  0.342054  0.429321         0
 30  Zn    0.477095  0.989609  0.824505         0
 31  Zn    0.670711  0.670711  0.962978         0
 32  Zn    0.169614  0.169614  0.465664         0
 33  Zn    0.599157  0.599157  0.266806         0
 34  Zn    0.517353  0.517353  0.180172         0
 35  Zn    0.687374  0.687374  0.141397         0
 36  Zn    0.870575  0.344885  0.100649         0
 37  Zn    0.170043  0.657946  0.570679         0
 38  Zn    0.68743   0.177511  0.243961         0
 39  Zn    0.830386  0.830386  0.534336         0
 40  Zn    0.129425  0.655115  0.899351         0
 41  Zn    0.342054  0.829957  0.429321         0
 42  Zn    0.997871  0.498081  0.501883         0
 43  Zn    0.651     0.651     0.785369         0
 44  Zn    0.989609  0.477095  0.824505         0
 45  Zn    0.344885  0.870575  0.100649         0
 46  Zn    0.349     0.349     0.214631         0
 47  Zn    0.655115  0.129425  0.899351         0
 48  Zn    0.400843  0.400843  0.733194         0
 49  Zn    0.010391  0.522905  0.175495         0
 50  Zn    0.822489  0.31257   0.756039         0
 51  Zn    0         0         0.5              0
 52  Zn    0.522905  0.010391  0.175495         0
 53  Zn    0.329289  0.329289  0.037022         0
 54  Zn    0.257467  0.257467  0.33926          0"
Mg4Zn7,mp-680671,-0.119268809999999,0.007637993449197001,"Full Formula (Mg20 Zn35)
Reduced Formula: Mg4Zn7
abc   :   5.286780  13.151526  14.140627
angles: 102.306885  90.027324 101.595029
pbc   :       True       True       True
Sites (55)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Mg    0.874479  0.748109  0.899009         0
  1  Mg    0.031558  0.071477  0.714218         0
  2  Mg    0.302568  0.610112  0.351761        -0
  3  Mg    0.44015   0.883921  0.952437         0
  4  Mg    0.480964  0.967484  0.602156         0
  5  Mg    0.787065  0.571541  0.025719        -0
  6  Mg    0.357578  0.717311  0.573874         0
  7  Mg    0.556624  0.115799  0.045068         0
  8  Mg    0.822386  0.645366  0.67627         -0
  9  Mg    0.518246  0.034855  0.397468         0
 10  Mg    0.692852  0.391569  0.648713        -0
 11  Mg    0.176429  0.358136  0.325182        -0
 12  Mg    0.00462   0.014286  0.90421          0
 13  Mg    0.835474  0.676708  0.252888        -0
 14  Mg    0.159288  0.323561  0.747522        -0
 15  Mg    0.643322  0.284788  0.425512        -0
 16  Mg    0.123291  0.251658  0.103927         0
 17  Mg    0.214869  0.428482  0.975926        -0
 18  Mg    0.967755  0.930373  0.285075         0
 19  Mg    0.99062   0.986872  0.094557         0
 20  Zn    0.920972  0.845276  0.593172         0
 21  Zn    0.517212  0.037552  0.821296         0
 22  Zn    0.261939  0.51778   0.662208        -0
 23  Zn    0.822489  0.137905  0.245429         0
 24  Zn    0.342054  0.174857  0.572147        -0
 25  Zn    0.682644  0.861583  0.753974         0
 26  Zn    0.498081  0.498798  0.499585        -0
 27  Zn    0.080248  0.156548  0.406337        -0
 28  Zn    0.688666  0.377595  0.860071        -0
 29  Zn    0.166876  0.825468  0.426969        -0
 30  Zn    0.522905  0.536142  0.825972        -0
 31  Zn    0.330474  0.661424  0.964446        -0
 32  Zn    0.830144  0.663619  0.467131        -0
 33  Zn    0.404538  0.804533  0.268274        -0
 34  Zn    0.478703  0.963689  0.177484         0
 35  Zn    0.309085  0.623396  0.139643        -0
 36  Zn    0.129425  0.787386  0.102117         0
 37  Zn    0.830541  0.174103  0.571254        -0
 38  Zn    0.318845  0.139091  0.24668          0
 39  Zn    0.164834  0.336716  0.533917        -0
 40  Zn    0.868777  0.215395  0.898364        -0
 41  Zn    0.656373  0.825232  0.428056         0
 42  Zn    0.999118  0.501368  0.501131        -0
 43  Zn    0.350574  0.700846  0.786837         0
 44  Zn    0.013604  0.535971  0.823839        -0
 45  Zn    0.653509  0.787239  0.103025         0
 46  Zn    0.65046   0.299791  0.213872        -0
 47  Zn    0.344119  0.213698  0.899032        -0
 48  Zn    0.596568  0.196856  0.731697        -0
 49  Zn    0.982734  0.465649  0.17556         -0
 50  Zn    0.17832   0.862202  0.753338         0
 51  Zn    0.999888  6.1e-05   0.49875          0
 52  Zn    0.471582  0.463993  0.175952        -0
 53  Zn    0.66644   0.340211  0.036457        -0
 54  Zn    0.737809  0.483414  0.338209        -0"
